2017-08-30 16:29:22.600000,43.66014333333332,-79.39844144444443,129.34,26.167,295.699,0.76,1002.973,0.993,2017-08-30 16:30:16.656500,1.959,419.043,1.159,16476.871,15,2017-08-30 12:29:31.565484;
2017-08-30 16:29:37.600000,43.660137999999996,-79.39843022222223,128.9,26.273,297.813,0.813,1002.98,0.927,2017-08-30 16:30:31.586500,1.963,419.663,1.185,16464.688,15,2017-08-30 12:29:46.570437;
2017-08-30 16:29:52.600000,43.660131111111106,-79.39842966666666,128.873,26.34,297.04,0.853,1002.973,0.927,2017-08-30 16:30:46.517500,1.963,420.039,1.223,16459.132,15,2017-08-30 12:30:01.561888;
2017-08-30 16:30:07.600000,43.660123444444444,-79.39842666666665,129.447,26.46,307.645,1.02,1002.96,0.913,2017-08-30 16:31:01.447500,1.958,420.958,1.271,16444.965,15,2017-08-30 12:30:16.564379;
2017-08-30 16:30:22.100000,43.66012214285714,-79.39842083333335,129.564,26.379,291.494,1.257,1002.907,0.993,2017-08-30 16:31:16.378000,1.952,419.406,1.212,16390.395,15,2017-08-30 12:30:30.544377;
2017-08-30 16:30:36.600000,43.66012244444445,-79.398421,129.613,26.253,342.383,1.173,1002.913,0.987,2017-08-30 16:31:31.308500,1.952,418.456,1.154,16333.455,15,2017-08-30 12:30:45.553487;
2017-08-30 16:30:51.600000,43.66011,-79.39842533333334,130.193,26.34,341.381,0.8,1002.88,0.947,2017-08-30 16:31:46.238500,1.953,418.211,1.222,16301.627,15,2017-08-30 12:31:00.555809;
2017-08-30 16:31:06.600000,43.66010766666667,-79.39843577777778,130.073,26.467,354.882,0.547,1002.9,1.033,2017-08-30 16:32:01.168500,1.954,419.636,1.133,16319.041,15,2017-08-30 12:31:15.558165;
2017-08-30 16:31:21.600000,43.660106000000006,-79.39843811111112,129.907,26.467,325.758,0.82,1002.94,0.913,2017-08-30 16:32:16.098500,1.954,420.706,1.216,16320.427,15,2017-08-30 12:31:30.580654;
2017-08-30 16:31:36.600000,43.6601001111111,-79.39843788888889,129.867,26.427,261.089,1.027,1002.913,0.9,2017-08-30 16:32:31.029000,1.955,420.484,1.237,16349.942,15,2017-08-30 12:31:45.567741;
2017-08-30 16:31:51.600000,43.660100555555566,-79.39843266666666,130.0,26.567,339.752,0.687,1002.927,1.047,2017-08-30 16:32:45.959000,1.959,420.706,1.239,16395.427,15,2017-08-30 12:32:00.561937;
2017-08-30 16:32:06.600000,43.66010100000002,-79.39843166666665,129.767,26.6,22.979,0.673,1002.987,0.973,2017-08-30 16:33:00.889000,1.954,419.905,1.238,16401.946,15,2017-08-30 12:32:15.575942;
2017-08-30 16:32:21.600000,43.66009766666666,-79.39843733333333,129.373,26.593,319.094,0.74,1002.953,1.093,2017-08-30 16:33:15.819000,1.947,419.008,1.239,16354.275,15,2017-08-30 12:32:30.573636;
2017-08-30 16:32:36.600000,43.660096666666654,-79.39844266666668,129.14,26.7,313.194,0.987,1002.953,0.973,2017-08-30 16:33:30.748500,1.943,418.135,1.199,16335.577,15,2017-08-30 12:32:45.575524;
2017-08-30 16:32:51.600000,43.66009411111111,-79.39843977777777,129.293,26.433,298.747,1.86,1002.927,0.913,2017-08-30 16:33:45.679000,1.944,418.967,1.202,16254.287,15,2017-08-30 12:33:00.575731;
2017-08-30 16:33:06.600000,43.66008688888888,-79.39843744444447,129.413,26.207,278.924,1.867,1002.833,0.9,2017-08-30 16:34:00.609000,1.944,418.892,1.246,16238.715,15,2017-08-30 12:33:15.584873;
2017-08-30 16:33:21.600000,43.66008422222221,-79.39842566666665,129.76,26.433,295.7,0.993,1002.86,0.9,2017-08-30 16:34:15.539000,1.943,418.566,1.187,16151.324,15,2017-08-30 12:33:30.585925;
2017-08-30 16:33:36.600000,43.66014411111111,-79.39825911111113,140.84,26.5,276.117,1.2,1002.88,0.933,2017-08-30 16:34:30.469000,1.942,418.842,1.242,16140.854,15,2017-08-30 12:33:45.571356;
2017-08-30 16:33:51.100000,43.66021690476191,-79.398135,158.279,26.45,4.201,0.743,1002.921,1.007,2017-08-30 16:34:45.399500,1.945,424.928,1.201,16120.558,15,2017-08-30 12:33:59.561571;
2017-08-30 16:34:05.600000,43.66019911111111,-79.39807322222222,160.927,26.493,280.469,0.787,1002.933,1.313,2017-08-30 16:35:00.330000,1.969,486.597,1.133,16032.027,15,2017-08-30 12:34:14.547001;
nan,nan,nan,nan,26.4,nan,nan,1002.927,nan,2017-08-30 16:35:15.260000,1.983,518.823,1.202,15802.565,15,2017-08-30 12:34:29.501176;
nan,nan,nan,nan,26.4,nan,nan,1002.9,nan,2017-08-30 16:35:30.193500,1.989,536.656,1.159,15528.881,15,2017-08-30 12:34:44.502237;
nan,nan,nan,nan,26.38,nan,nan,1002.9,nan,2017-08-30 16:35:45.126500,1.992,550.433,1.158,15337.849,15,2017-08-30 12:34:59.487669;
nan,nan,nan,nan,26.4,nan,nan,1002.9,nan,2017-08-30 16:36:00.056500,1.991,541.191,1.187,15208.849,15,2017-08-30 12:35:14.504347;
nan,nan,nan,nan,26.38,nan,nan,1003.32,nan,2017-08-30 16:36:14.987000,1.99,559.035,1.227,15200.197,15,2017-08-30 12:35:29.489778;
nan,nan,nan,nan,26.14,nan,nan,1003.42,nan,2017-08-30 16:36:29.917000,1.99,522.518,1.167,15135.599,15,2017-08-30 12:35:44.506455;
nan,nan,nan,nan,26.073,nan,nan,1003.36,nan,2017-08-30 16:36:44.847000,1.991,502.171,1.161,14955.369,15,2017-08-30 12:35:59.507516;
nan,nan,nan,nan,26.013,nan,nan,1003.34,nan,2017-08-30 16:36:59.777000,1.989,483.105,1.188,14867.093,15,2017-08-30 12:36:14.508571;
nan,nan,nan,nan,26.1,nan,nan,1003.347,nan,2017-08-30 16:37:14.707000,1.99,468.992,1.229,14771.009,15,2017-08-30 12:36:29.509626;
nan,nan,nan,nan,25.9,nan,nan,1003.367,nan,2017-08-30 16:37:29.637000,1.991,461.801,1.252,14688.238,15,2017-08-30 12:36:44.526306;
nan,nan,nan,nan,25.88,nan,nan,1003.313,nan,2017-08-30 16:37:44.570500,1.987,455.065,1.271,14646.835,15,2017-08-30 12:36:59.511737;
nan,nan,nan,nan,25.9,nan,nan,1003.307,nan,2017-08-30 16:37:59.503500,1.986,456.107,1.253,14639.593,15,2017-08-30 12:37:14.520217;
nan,nan,nan,nan,25.9,nan,nan,1003.32,nan,2017-08-30 16:38:14.440000,1.984,449.256,1.259,14652.886,15,2017-08-30 12:37:29.506241;
nan,nan,nan,nan,25.9,nan,nan,1003.379,nan,2017-08-30 16:38:29.376500,1.984,448.376,1.332,14646.459,15,2017-08-30 12:37:43.524387;
nan,nan,nan,nan,25.873,nan,nan,1003.38,nan,2017-08-30 16:38:44.325500,1.984,448.646,1.265,14628.265,15,2017-08-30 12:37:58.516114;
nan,nan,nan,nan,25.8,nan,nan,1003.393,nan,2017-08-30 16:38:59.277000,1.984,450.264,1.296,14644.624,15,2017-08-30 12:38:13.518310;
nan,nan,nan,nan,25.7,nan,nan,1003.407,nan,2017-08-30 16:39:32.141500,1.984,464.086,1.295,14634.959,15,2017-08-30 12:38:46.397402;
nan,nan,nan,nan,25.62,nan,nan,1003.353,nan,2017-08-30 16:39:47.084500,1.983,459.76,1.36,14638.128,15,2017-08-30 12:39:01.388752;
